hflu;spn;mcat
>lcl|NZ_QWLX01000005.1_cds_WP_005650782.1_1638 [gene=glpT] [locus_tag=FA898_RS08550] [protein=glycerol-3-phosphate transporter] [protein_id=WP_005650782.1] [location=70692..72134] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000388572.1_1638 [locus_tag=SPNHU17_RS08270] [protein=type II toxin-antitoxin system Phd/YefM family antitoxin] [protein_id=WP_000388572.1] [location=complement(1650683..1650937)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657190.1_1638 [locus_tag=MC195_RS08480] [db_xref=GeneID:66586543] [protein=YqgE/AlgH family protein] [protein_id=WP_003657190.1] [location=1788634..1789191] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650779.1_1639 [gene=glpQ] [locus_tag=FA898_RS08555] [protein=glycerophosphodiester phosphodiesterase] [protein_id=WP_005650779.1] [location=72238..73332] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000156335.1_1639 [locus_tag=SPNHU17_RS08275] [protein=nucleotidyltransferase] [protein_id=WP_000156335.1] [location=complement(1651175..1652272)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657191.1_1639 [gene=ruvX] [locus_tag=MC195_RS08485] [db_xref=GeneID:66586544] [protein=Holliday junction resolvase RuvX] [protein_id=WP_003657191.1] [location=1789191..1789667] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005689987.1_1640 [locus_tag=FA898_RS08560] [protein=aquaporin] [protein_id=WP_005689987.1] [location=73562..74356] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000257071.1_1640 [locus_tag=SPNHU17_RS08280] [protein=class I SAM-dependent methyltransferase] [protein_id=WP_000257071.1] [location=complement(1652282..1653022)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660403.1_1640 [locus_tag=MC195_RS08490] [db_xref=GeneID:66586545] [protein=hypothetical protein] [protein_id=WP_003660403.1] [location=1789685..1790152] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_050838485.1_1641 [gene=glpK] [locus_tag=FA898_RS08565] [protein=glycerol kinase GlpK] [protein_id=WP_050838485.1] [location=74377..75888] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001003001.1_1641 [gene=rsfS] [locus_tag=SPNHU17_RS08285] [protein=ribosome silencing factor] [protein_id=WP_001003001.1] [location=complement(1653342..1653695)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657195.1_1641 [gene=tusA] [locus_tag=MC195_RS08495] [db_xref=GeneID:66586546] [protein=sulfurtransferase TusA] [protein_id=WP_003657195.1] [location=1790257..1790496] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650775.1_1642 [gene=gpt] [locus_tag=FA898_RS08570] [protein=xanthine phosphoribosyltransferase] [protein_id=WP_005650775.1] [location=complement(75963..76430)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000844707.1_1642 [locus_tag=SPNHU17_RS08290] [protein=cysteine hydrolase] [protein_id=WP_000844707.1] [location=complement(1653708..1654208)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657196.1_1642 [gene=xerD] [locus_tag=MC195_RS08500] [db_xref=GeneID:66586547] [protein=site-specific tyrosine recombinase XerD] [protein_id=WP_003657196.1] [location=1790516..1791439] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_1643 [gene=glpQ] [locus_tag=FA898_RS08575] [protein=glycerophosphodiester phosphodiesterase] [pseudo=true] [partial=5'] [location=<76523..77203] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000121666.1_1643 [gene=yqeK] [locus_tag=SPNHU17_RS08295] [protein=bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK] [protein_id=WP_000121666.1] [location=complement(1654209..1654802)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657198.1_1643 [gene=fabF] [locus_tag=MC195_RS08505] [db_xref=GeneID:66586548] [protein=beta-ketoacyl-ACP synthase II] [protein_id=WP_003657198.1] [location=1791609..1792937] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_061724415.1_1644 [gene=hel] [locus_tag=FA898_RS08580] [protein=lipoprotein e(P4)] [protein_id=WP_061724415.1] [location=77329..78153] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000151313.1_1644 [locus_tag=SPNHU17_RS08300] [protein=nicotinate-nucleotide adenylyltransferase] [protein_id=WP_000151313.1] [location=complement(1654802..1655431)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570035.1_1644 [locus_tag=MC195_RS08510] [db_xref=GeneID:66586549] [protein=MFS transporter] [protein_id=WP_081570035.1] [location=1793085..1794317] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_116956690.1_1645 [locus_tag=FA898_RS08585] [protein=rRNA large subunit pseudouridine synthase E] [protein_id=WP_116956690.1] [location=78320..79003] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000060169.1_1645 [gene=yhbY] [locus_tag=SPNHU17_RS08305] [protein=ribosome assembly RNA-binding protein YhbY] [protein_id=WP_000060169.1] [location=complement(1655483..1655794)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657201.1_1645 [locus_tag=MC195_RS08515] [db_xref=GeneID:66586550] [protein=NfeD family protein] [protein_id=WP_003657201.1] [location=1794371..1794820] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429524.1_1646 [gene=ppx] [locus_tag=FA898_RS08590] [protein=exopolyphosphatase] [protein_id=WP_136429524.1] [location=complement(79116..80093)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000391212.1_1646 [gene=yqeH] [locus_tag=SPNHU17_RS08310] [protein=ribosome biogenesis GTPase YqeH] [protein_id=WP_000391212.1] [location=complement(1655994..1657100)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657203.1_1646 [locus_tag=MC195_RS08520] [db_xref=GeneID:66586551] [protein=SPFH/Band 7/PHB domain protein] [protein_id=WP_003657203.1] [location=1794876..1795733] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429523.1_1647 [locus_tag=FA898_RS08595] [protein=translocation/assembly module TamB] [protein_id=WP_136429523.1] [location=complement(80101..83997)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001844147.1_1647 [locus_tag=SPNHU17_RS08315] [protein=YqeG family HAD IIIA-type phosphatase] [protein_id=WP_001844147.1] [location=complement(1657103..1657693)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657205.1_1647 [locus_tag=MC195_RS08525] [db_xref=GeneID:66586552] [protein=phosphomannomutase/phosphoglucomutase] [protein_id=WP_003657205.1] [location=complement(1795802..1797226)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429522.1_1648 [locus_tag=FA898_RS08600] [protein=autotransporter assembly complex protein TamA] [protein_id=WP_136429522.1] [location=complement(84007..85743)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000242262.1_1648 [locus_tag=SPNHU17_RS08320] [protein=magnesium transporter CorA family protein] [protein_id=WP_000242262.1] [location=complement(1657645..1658553)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657210.1_1648 [gene=cysK] [locus_tag=MC195_RS08530] [db_xref=GeneID:66586553] [protein=cysteine synthase A] [protein_id=WP_003657210.1] [location=1797732..1798661] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429521.1_1649 [gene=slyD] [locus_tag=FA898_RS08605] [protein=peptidylprolyl isomerase] [protein_id=WP_136429521.1] [location=complement(85895..86455)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001168885.1_1649 [locus_tag=SPNHU17_RS08325] [protein=mechanosensitive ion channel] [protein_id=WP_001168885.1] [location=complement(1658610..1659170)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003671881.1_1649 [gene=mazG] [locus_tag=MC195_RS08535] [db_xref=GeneID:66586554] [protein=nucleoside triphosphate pyrophosphohydrolase] [protein_id=WP_003671881.1] [location=1798732..1799571] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429520.1_1650 [locus_tag=FA898_RS08610] [protein=site-specific DNA-methyltransferase] [protein_id=WP_136429520.1] [location=86656..88614] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1650 [gene=sstT] [locus_tag=SPNHU17_RS08330] [protein=serine/threonine transporter SstT] [pseudo=true] [location=1659309..1660517] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660410.1_1650 [locus_tag=MC195_RS08540] [db_xref=GeneID:66586555] [protein=ComEA family DNA-binding protein] [protein_id=WP_003660410.1] [location=1799561..1799899] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429519.1_1651 [locus_tag=FA898_RS08615] [protein=type III restriction-modification system endonuclease] [protein_id=WP_136429519.1] [location=88616..91513] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000028182.1_1651 [locus_tag=SPNHU17_RS08335] [protein=aromatic acid exporter family protein] [protein_id=WP_000028182.1] [location=1660585..1661538] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664785.1_1651 [gene=pcnB] [locus_tag=MC195_RS08545] [db_xref=GeneID:66586556] [protein=polynucleotide adenylyltransferase PcnB] [protein_id=WP_003664785.1] [location=1800078..1801877] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_006995269.1_1652 [gene=rraB] [locus_tag=FA898_RS08620] [protein=ribonuclease E inhibitor RraB] [protein_id=WP_006995269.1] [location=complement(91580..92002)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000569970.1_1652 [locus_tag=SPNHU17_RS08340] [protein=accessory secretory protein Asp5] [protein_id=WP_000569970.1] [location=complement(1662236..1662460)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657217.1_1652 [gene=folK] [locus_tag=MC195_RS08550] [db_xref=GeneID:66586557] [protein=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase] [protein_id=WP_003657217.1] [location=1801874..1802362] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_006995270.1_1653 [gene=truD] [locus_tag=FA898_RS08625] [protein=tRNA pseudouridine(13) synthase TruD] [protein_id=WP_006995270.1] [location=92111..93130] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001287962.1_1653 [gene=asp4] [locus_tag=SPNHU17_RS08345] [protein=accessory secretory system protein Asp4] [protein_id=WP_001287962.1] [location=complement(1662465..1662644)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657219.1_1653 [gene=panB] [locus_tag=MC195_RS08555] [db_xref=GeneID:66586558] [protein=3-methyl-2-oxobutanoate hydroxymethyltransferase] [protein_id=WP_003657219.1] [location=1802509..1803351] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005667683.1_1654 [gene=surE] [locus_tag=FA898_RS08630] [protein=5'/3'-nucleotidase SurE] [protein_id=WP_005667683.1] [location=93140..93889] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000571772.1_1654 [gene=gtfB] [locus_tag=SPNHU17_RS08350] [protein=accessory Sec system glycosylation chaperone GtfB] [protein_id=WP_000571772.1] [location=complement(1662646..1663983)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660414.1_1654 [gene=panC] [locus_tag=MC195_RS08560] [db_xref=GeneID:66586559] [protein=pantoate--beta-alanine ligase] [protein_id=WP_003660414.1] [location=1803361..1804203] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_065250663.1_1655 [locus_tag=FA898_RS08635] [protein=DedA family protein] [protein_id=WP_065250663.1] [location=93898..94476] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000158460.1_1655 [gene=gtfA] [locus_tag=SPNHU17_RS08355] [protein=accessory Sec system glycosyltransferase GtfA] [protein_id=WP_000158460.1] [location=complement(1663976..1665487)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657222.1_1655 [gene=rapZ] [locus_tag=MC195_RS08565] [db_xref=GeneID:66586560] [protein=RNase adapter RapZ] [protein_id=WP_003657222.1] [location=1804284..1805171] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429518.1_1656 [locus_tag=FA898_RS08640] [protein=hypothetical protein] [protein_id=WP_136429518.1] [location=94485..94670] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000489788.1_1656 [gene=secA2] [locus_tag=SPNHU17_RS08360] [protein=accessory Sec system translocase SecA2] [protein_id=WP_000489788.1] [location=complement(1665499..1667871)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_1656 [locus_tag=MC195_RS08570] [db_xref=GeneID:66586561] [protein=restriction endonuclease subunit S] [pseudo=true] [location=1805140..1805807] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429517.1_1657 [gene=nlpD] [locus_tag=FA898_RS08645] [protein=murein hydrolase activator NlpD] [protein_id=WP_136429517.1] [location=94694..95911] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000587543.1_1657 [gene=asp3] [locus_tag=SPNHU17_RS08365] [protein=accessory Sec system protein Asp3] [protein_id=WP_000587543.1] [location=complement(1667864..1668304)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570068.1_1657 [locus_tag=MC195_RS08575] [db_xref=GeneID:66586562] [protein=hypothetical protein] [protein_id=WP_081570068.1] [location=1805911..1806171] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_071819912.1_1658 [gene=tnaC] [locus_tag=FA898_RS08650] [protein=tryptophanase leader peptide] [protein_id=WP_071819912.1] [location=96111..96191] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000032114.1_1658 [gene=asp2] [locus_tag=SPNHU17_RS08370] [protein=accessory Sec system protein Asp2] [protein_id=WP_000032114.1] [location=complement(1668301..1669836)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657231.1_1658 [locus_tag=MC195_RS08580] [db_xref=GeneID:66586563] [protein=DUF615 domain-containing protein] [protein_id=WP_003657231.1] [location=1806292..1806795] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005658448.1_1659 [gene=tnaA] [locus_tag=FA898_RS08655] [protein=tryptophanase] [protein_id=WP_005658448.1] [location=96279..97697] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000291155.1_1659 [gene=asp1] [locus_tag=SPNHU17_RS08375] [protein=accessory Sec system protein Asp1] [protein_id=WP_000291155.1] [location=complement(1669820..1671400)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570036.1_1659 [locus_tag=MC195_RS08585] [db_xref=GeneID:66586564] [protein=thiol:disulfide interchange protein DsbA/DsbL] [protein_id=WP_081570036.1] [location=complement(1806924..1807544)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429516.1_1660 [locus_tag=FA898_RS08660] [protein=aromatic amino acid transporter] [protein_id=WP_136429516.1] [location=97781..99016] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000161864.1_1660 [gene=secY2] [locus_tag=SPNHU17_RS08380] [protein=accessory Sec system protein translocase subunit SecY2] [protein_id=WP_000161864.1] [location=complement(1671410..1672627)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657235.1_1660 [gene=ubiG] [locus_tag=MC195_RS08590] [db_xref=GeneID:66586565] [protein=bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG] [protein_id=WP_003657235.1] [location=1807891..1808703] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_040035576.1_1661 [gene=mutS] [locus_tag=FA898_RS08665] [protein=DNA mismatch repair protein MutS] [protein_id=WP_040035576.1] [location=99151..101736] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000513038.1_1661 [locus_tag=SPNHU17_RS08385] [protein=glycosyltransferase] [protein_id=WP_000513038.1] [location=complement(1672684..1673361)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570037.1_1661 [locus_tag=MC195_RS08595] [db_xref=GeneID:66586566] [protein=HAD-IA family hydrolase] [protein_id=WP_081570037.1] [location=1808713..1809405] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429515.1_1662 [gene=selA] [locus_tag=FA898_RS08675] [protein=L-seryl-tRNA(Sec) selenium transferase] [protein_id=WP_136429515.1] [location=101942..103327] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001809733.1_1662 [locus_tag=SPNHU17_RS08390] [protein=glycosyltransferase family 2 protein] [protein_id=WP_001809733.1] [location=complement(1673346..1673588)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657239.1_1662 [locus_tag=MC195_RS08600] [db_xref=GeneID:66586567] [protein=YciK family oxidoreductase] [protein_id=WP_003657239.1] [location=1809540..1810319] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429514.1_1663 [gene=selB] [locus_tag=FA898_RS08680] [protein=selenocysteine-specific translation elongation factor] [protein_id=WP_136429514.1] [location=103324..105183] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1663 [locus_tag=SPNHU17_RS08395] [protein=glycosyltransferase family 8 protein] [pseudo=true] [location=complement(1673588..1674785)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657241.1_1663 [locus_tag=MC195_RS08605] [db_xref=GeneID:66586568] [protein=hemolysin family protein] [protein_id=WP_003657241.1] [location=1810435..1811745] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_040035581.1_1664 [locus_tag=FA898_RS08685] [protein=type II toxin-antitoxin system RelB/DinJ family antitoxin] [protein_id=WP_040035581.1] [location=105348..105644] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000938701.1_1664 [locus_tag=SPNHU17_RS08400] [protein=glycosyl hydrolase family 8] [protein_id=WP_000938701.1] [location=complement(1674794..1676014)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660422.1_1664 [locus_tag=MC195_RS08610] [db_xref=GeneID:66586569] [protein=ionic transporter y4hA] [protein_id=WP_003660422.1] [location=1811848..1812927] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_042593918.1_1665 [locus_tag=FA898_RS08690] [protein=type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family] [protein_id=WP_042593918.1] [location=105644..105952] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000653911.1_1665 [locus_tag=SPNHU17_RS08405] [protein=glycosyltransferase family 2 protein] [protein_id=WP_000653911.1] [location=complement(1676039..1676923)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657246.1_1665 [locus_tag=MC195_RS08615] [db_xref=GeneID:66586570] [protein=LysR family transcriptional regulator] [protein_id=WP_003657246.1] [location=1813127..1814050] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429712.1_1666 [locus_tag=FA898_RS08695] [protein=TonB-dependent hemoglobin/transferrin/lactoferrin family receptor] [protein_id=WP_136429712.1] [location=complement(106011..109229)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000598031.1_1666 [locus_tag=SPNHU17_RS08410] [protein=SP_1767 family glycosyltransferase] [protein_id=WP_000598031.1] [location=complement(1676920..1679373)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660423.1_1666 [locus_tag=MC195_RS08620] [db_xref=GeneID:66586571] [protein=aspartate/tyrosine/aromatic aminotransferase] [protein_id=WP_003660423.1] [location=1814171..1815367] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005651317.1_1667 [locus_tag=FA898_RS08700] [protein=hypothetical protein] [protein_id=WP_005651317.1] [location=109646..109885] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000766261.1_1667 [locus_tag=SPNHU17_RS08415] [protein=sugar transferase] [protein_id=WP_000766261.1] [location=complement(1679383..1680393)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657249.1_1667 [locus_tag=MC195_RS08625] [db_xref=GeneID:66586572] [protein=leucyl aminopeptidase] [protein_id=WP_003657249.1] [location=complement(1815667..1817178)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_168769365.1_1668 [locus_tag=FA898_RS08705] [protein=TonB-dependent hemoglobin/transferrin/lactoferrin family receptor] [protein_id=WP_168769365.1] [location=complement(109976..113185)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001820396.1_1668 [locus_tag=SPNHU17_RS08420] [protein=hypothetical protein] [protein_id=WP_001820396.1] [location=complement(1680422..1681012)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570038.1_1668 [gene=lptF] [locus_tag=MC195_RS08630] [db_xref=GeneID:66586573] [protein=LPS export ABC transporter permease LptF] [protein_id=WP_081570038.1] [location=1817386..1818699] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429512.1_1669 [gene=tig] [locus_tag=FA898_RS08710] [protein=trigger factor] [protein_id=WP_136429512.1] [location=113486..114784] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_041864708.1_1669 [locus_tag=SPNHU17_RS08425] [protein=glycosyltransferase family 2 protein] [protein_id=WP_041864708.1] [location=complement(1681020..1681298)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660425.1_1669 [gene=lptG] [locus_tag=MC195_RS08635] [db_xref=GeneID:66586574] [protein=LPS export ABC transporter permease LptG] [protein_id=WP_003660425.1] [location=1818696..1819805] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005648605.1_1670 [gene=clpP] [locus_tag=FA898_RS08715] [protein=ATP-dependent Clp endopeptidase proteolytic subunit ClpP] [protein_id=WP_005648605.1] [location=114907..115488] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000739288.1_1670 [locus_tag=SPNHU17_RS08430] [protein=exopolysaccharide biosynthesis protein] [protein_id=WP_000739288.1] [location=complement(1681338..1682216)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_038518909.1_1670 [locus_tag=MC195_RS08640] [db_xref=GeneID:66586575] [protein=DUF1615 domain-containing protein] [protein_id=WP_038518909.1] [location=complement(1819824..1820984)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005658618.1_1671 [gene=clpX] [locus_tag=FA898_RS08720] [protein=ATP-dependent protease ATP-binding subunit ClpX] [protein_id=WP_005658618.1] [location=115498..116733] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_085820035.1_1671 [locus_tag=SPNHU17_RS08435] [protein=glycosyltransferase] [protein_id=WP_085820035.1] [location=complement(1682213..1684297)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657256.1_1671 [locus_tag=MC195_RS08645] [db_xref=GeneID:66586576] [protein=acyl-CoA thioesterase II] [protein_id=WP_003657256.1] [location=complement(1821190..1822152)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005648602.1_1672 [gene=secE] [locus_tag=FA898_RS08725] [protein=preprotein translocase subunit SecE] [protein_id=WP_005648602.1] [location=116877..117293] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1672 [locus_tag=SPNHU17_RS08440] [protein=accessory Sec-dependent serine-rich glycoprotein adhesin] [pseudo=true] [location=complement(1684358..1686544)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570039.1_1672 [gene=plsB] [locus_tag=MC195_RS08650] [db_xref=GeneID:66586577] [protein=glycerol-3-phosphate 1-O-acyltransferase PlsB] [protein_id=WP_081570039.1] [location=1822338..1824917] [gbkey=CDS]
